,Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,id,dust
22,0.0386744291027,0.0264813242393,0.0988918897019,0.0582015584223,0.0300401607528,0.023193288187,0.0230627753481,0.14493298875,0.117692551745,0.0897514805646,0.0680713481896,0.061733498406,0.0383952096093,0.0759091188267,0.0376642770502,0.0584155158654,0.0323461293403,0.0273452285143,0.0187689576675,0.00709568641658,0.0105910071696,0.00027570522108,301.231790963,299.251073026,298.863886195,295.718345364,248.836936598,272.443463745,246.374042144,259.914586454,292.02140282,275.928988797,294.284930601,292.906027806,270.945416276,259.433376205,250.20406474,230.671369349,34.44,-45.82,18.07,-98.94,4,0.0
23,0.0386744291027,0.0264813242393,0.0988918897019,0.0582015584223,0.0300401607528,0.023193288187,0.0230627753481,0.14493298875,0.117692551745,0.0897514805646,0.0680713481896,0.061733498406,0.0383952096093,0.0759091188267,0.0376642770502,0.0584155158654,0.0323461293403,0.0273452285143,0.0187689576675,0.00709568641658,0.0105910071696,0.00027570522108,301.231790963,299.251073026,298.863886195,295.718345364,248.836936598,272.443463745,246.374042144,259.914586454,292.02140282,275.928988797,294.284930601,292.906027806,270.945416276,259.433376205,250.20406474,230.671369349,34.44,-45.82,18.07,-98.94,4,0.0
24,0.0405974670139,0.0283309067527,0.10157059395,0.0601857024594,0.022362485739,0.0226827441074,0.0169998807978,0.14679174208,0.119425768608,0.0909756548125,0.0689658044438,0.0623980344682,0.039676894737,0.0759091188267,0.039158770664,0.0584155158654,0.0337191002347,0.0288983508887,0.0198496261534,0.00733913267511,0.0111592665825,0.00037570891474,300.687317328,299.119321296,298.619675046,295.167728577,249.57486433,271.885077836,246.956140627,260.629309742,291.798365834,276.706143359,294.41628472,292.960617687,270.942151306,259.636347902,250.036549259,230.283316186,34.44,-45.82,18.07,-98.94,4,0.0
25,0.0433217707214,0.0309144505809,0.102010928895,0.0611447054107,0.0546154261901,0.0594419178378,0.0427671826365,0.147394580998,0.11989579352,0.0921418418592,0.0705593759311,0.0641177732475,0.0425582770916,0.0759091188267,0.0420883740393,0.0584155158654,0.0371597700061,0.0324930117526,0.0226505424331,0.00775646911832,0.012450765248,0.000300706144495,302.695891179,299.119321296,299.378001336,295.735073971,249.015173588,272.246031082,246.245471855,260.593941724,292.0453836,275.638051883,293.875317543,292.463509755,270.958475319,259.502025591,250.563790678,230.747829438,34.41,-45.86,18.07,-97.46,5,0.0
26,0.0489840490154,0.0383714975396,0.105863859662,0.0655428913597,0.0384554289994,2.38963803195,0.0334053601691,0.150659958471,0.123842044343,0.0963298063915,0.0753606526058,0.0691319998989,0.0490943894061,0.0759091188267,0.0485810085469,0.0584155158654,0.0436643079312,0.0398294713895,0.0275025233901,0.00939103685421,0.0150079326057,-0.000324316940882,302.196087532,297.906192427,299.314585899,295.871892332,249.052916844,272.328671912,244.082774358,260.620470233,291.884225996,275.987050741,294.192406874,292.836516986,271.147680728,259.656340231,250.52702193,231.01018077,34.41,-45.86,18.07,-97.46,5,0.0
27,0.0437491124794,0.0324410901158,0.106597751237,0.0659727892344,0.0169981713188,0.0148422457423,0.0121555091719,0.151446998169,0.124968145694,0.0967808179565,0.0743171203093,0.0674364260673,0.0436930020825,0.0759091188267,0.0433626525346,0.0584155158654,0.0380617388784,0.033418754431,0.0225623245975,0.00793035930299,0.0125799151146,0.0004757126084,300.168182169,298.451565254,298.492352763,295.708303648,249.139489619,272.547865571,246.123373207,260.469943487,292.165175421,275.99994774,294.498912904,293.173797559,271.010698061,259.67347381,250.543993635,230.388874879,34.41,-45.86,18.07,-97.46,5,0.0
28,0.0407043024534,0.028595132826,0.100836702375,0.0598880808539,0.0498545971423,0.0376708595868,0.0418161403541,0.146322867366,0.11894595151,0.091110958282,0.0697317468683,0.0642627629338,0.0406164759396,0.0759091188267,0.0399579783415,0.0584155158654,0.0350449709269,0.0304249066961,0.0209523490981,0.00726957660125,0.0114692262622,0.000350707991325,302.807964129,300.662888771,299.590313821,295.918466091,249.060457991,272.358662884,245.836109583,260.323380772,291.746803566,275.595940879,293.948569262,292.548151071,270.958475319,259.630635184,250.49307073,302.523674522,34.41,-45.86,18.07,-97.46,5,0.0
29,0.0622316435147,0.0543131372979,0.119991272477,0.0817798033968,0.0350356785566,0.0585302319814,0.031473555533,0.162616263677,0.137658818316,0.111354934529,0.0913374919045,0.085427229643,0.0641758722992,0.0759091188267,0.0635531622838,0.0584155158654,0.0590825591245,0.0562394354241,0.0386620795913,0.0128688405476,0.0212587861469,-9.93086301461e-05,301.891906243,298.586336329,299.190242534,295.885206609,248.687969052,272.532974747,245.805862273,259.83824014,292.072781046,275.815971116,294.211891698,292.846449354,271.010698061,259.679184449,250.325992581,230.945854134,34.41,-45.86,18.07,-97.46,5,0.0
30,0.0346146824013,0.0219307640873,0.0963232691902,0.0543324775499,0.0204849756919,2.38963803195,0.0152463965896,0.142638851756,0.114862610088,0.0861820461786,0.063856094578,0.0571421583397,0.0339502677663,0.0338469460831,0.0332624490056,0.0584155158654,0.0277891847765,0.0226449897497,0.0156372245043,0.00626101353016,0.0089895488244,0.00027570522108,300.570015672,299.382238756,298.672809175,295.735073971,249.199520701,272.659296142,246.012441456,260.194203761,292.130968223,275.922534897,294.426008738,293.039980747,270.899699045,259.707733486,250.611854514,230.817066892,34.37,-45.9,18.07,-98.91,6,0.0
31,0.0346146824013,0.0223417824236,0.0968369932925,0.055390687703,0.0142154332134,2.38963803195,0.0090943418254,0.14292352569,0.115195544401,0.0866008426318,0.0649047674277,0.058342350743,0.0342369604922,0.0341751839754,0.0334331775807,0.0584155158654,0.0279210653427,0.0228493479568,0.0157474967988,0.00587845512389,0.00914452866426,0.00052571445523,299.800771817,298.316171782,298.376394436,295.604338703,249.180777969,272.470844592,245.628529183,260.236559623,292.274536384,276.070844535,294.562059496,293.119296003,270.909496981,259.424792209,250.563790678,230.549380283,34.37,-45.9,18.07,-98.91,6,0.0
32,0.0347749355606,0.022459216234,0.095919628824,0.0543324775499,0.0152882960974,0.0141858319257,0.0103128647497,0.141952285211,0.114510091404,0.0857761357701,0.0636658941102,0.057005223636,0.0340369983388,0.0339621785346,0.0332871922773,0.0584155158654,0.0278056698473,0.0228064327333,0.0153284620798,0.00633056960403,0.00896371885109,0.000650719072306,299.914058871,299.382238756,298.385330612,295.604338703,248.928125772,272.508139164,246.019384535,259.966161786,292.23012723,276.061180444,294.532919183,293.168843803,270.801678039,259.662051701,250.226759167,230.664197975,34.37,-45.9,18.07,-98.91,6,0.0
33,0.0320506318531,0.0192885033539,0.0941215944658,0.0521499191091,0.0126396658525,2.38963803195,0.00781637875843,0.140445187916,0.112943341698,0.0840107476441,0.0615736889639,0.0549109281671,0.031117069063,0.0310557600344,0.0302932563954,0.0584155158654,0.0246994115115,0.0194406530615,0.0132332884847,0.00546111868068,0.0077497101055,0.000500713531815,299.661270037,299.901155319,298.259975386,295.577449464,249.1507575,272.45840206,245.882595125,260.158505915,292.387152451,276.215667759,294.610610443,293.223324883,271.157459559,259.770517011,250.357161859,231.086362089,34.37,-45.9,18.07,-98.91,6,0.0
34,0.0321574672926,0.0189655603754,0.0945619294107,0.0521829881764,0.0121032344105,0.00991914211772,0.00734085761724,0.140394951339,0.112571238642,0.0839463174206,0.0612601152196,0.0546008113381,0.0308014661463,0.0307298500705,0.0299889141529,0.0584155158654,0.0243932601972,0.01911367993,0.0130789072724,0.00518289438521,0.00777554007881,0.000550715378646,299.631811623,300.157242975,298.218070774,295.116537017,249.064227628,271.938377369,246.707145461,260.525340313,292.052233877,276.961429508,294.644584039,293.203516185,271.186791544,259.473426557,250.410979052,230.336110646,34.37,-45.9,18.07,-98.91,6,0.0
35,0.0334394925667,0.0206389921732,0.095369210143,0.0530758529931,0.0132766781899,0.011377839488,0.00832161997096,0.141533647073,0.113677755622,0.0850287451766,0.0623499124948,0.0556680965289,0.0321795185767,0.0320963439908,0.0314413442047,0.0584155158654,0.025902821678,0.0207914608108,0.0142036846761,0.00556545279149,0.00839545943826,0.000875727383041,299.753126417,298.451565254,298.444835592,295.570723323,249.169524927,272.406083163,246.044831243,260.492110064,292.703643144,276.164204696,294.620318198,293.183704512,271.177014967,259.499166001,250.334494163,230.412848642,34.34,-45.94,18.07,-97.48,7,0.0
36,0.031836960974,0.0187600512072,0.0943050673595,0.0517530903016,0.0124049770966,2.38963803195,0.00760833825916,0.14042844239,0.112287265258,0.0838754441746,0.0611418824964,0.0544960965646,0.0307364182168,0.0306716518626,0.0299839654985,0.0584155158654,0.0243861951668,0.019140246497,0.0131230161902,0.00553067475455,0.00777554007881,-0.000149310476976,299.661270037,298.986977732,298.400218187,295.526965966,249.075532795,272.565228238,244.301789148,260.465508915,292.322333003,276.006395469,294.688249789,293.272833617,271.027013266,259.542052546,250.399651289,230.566133416,34.34,-45.94,18.07,-97.48,7,0.0
37,0.0319437964135,0.0191710695435,0.0941949836233,0.0521168500418,0.0123714501315,0.0105390885001,0.00751917804519,0.14009353188,0.112434148043,0.08397208951,0.0614246129215,0.0547619109895,0.031117069063,0.0310464483212,0.03031552534,0.0584155158654,0.0247606417744,0.0195673551499,0.0135420509092,0.00542634064375,0.00769805015887,0.000400709838155,299.723765456,297.209827129,298.421048095,295.664750029,249.083066456,272.480794652,245.824478962,260.338947039,292.359866697,276.154551734,294.644584039,293.253032353,271.066161211,259.564918972,250.294814524,230.781260878,34.34,-45.94,18.07,-97.48,7,0.0
38,0.031836960974,0.0190242772806,0.0941582890446,0.0518192284362,0.0130084624689,0.0103202838945,0.00811357947168,0.140227496084,0.112414563672,0.0839334313758,0.061270396326,0.0547055261115,0.0309676997436,0.0309091005506,0.0301918089812,0.0584155158654,0.0246499562992,0.0194876554491,0.0131450706491,0.00532200653295,0.00785302999874,0.00052571445523,299.753126417,299.642835117,298.361494749,295.563995647,248.886376138,272.577623583,245.443278463,260.194203761,292.298438401,275.990275184,294.620318198,293.198563546,271.059637391,259.816156747,250.269298671,302.523674522,34.34,-45.94,18.07,-97.48,7,0.0
39,0.0327450622099,0.0200518231213,0.0944518456745,0.0521168500418,0.0151541882369,0.0105026210658,0.0101642643931,0.140311223712,0.112904172955,0.0843393417844,0.0616610783681,0.0551042477488,0.0318735523902,0.0317704340269,0.0310602978197,0.0584155158654,0.0256060904041,0.020540100216,0.0140272490049,0.00598278923469,0.00831796951833,0.000725721842551,300.008718873,298.720491312,298.453750929,295.627846697,248.749202219,272.71607958,245.541883304,259.646825817,292.465545241,275.996723683,294.615464422,293.198563546,270.876834252,259.690604895,250.49307073,230.661807394,34.34,-45.94,18.07,-97.48,7,0.0
40,0.0338668343247,0.0216078211088,0.0959563234028,0.0539687178098,0.0125390849571,2.38963803195,0.00796497911506,0.141533647073,0.114470922661,0.086207818268,0.0633934447914,0.0567716291414,0.0332323313602,0.0331590432662,0.0324855102726,0.0584155158654,0.0270826817433,0.0220891354262,0.0151079174908,0.00591323316083,0.00860209922474,0.000850726459626,299.775126766,299.382238756,298.426996779,295.641271431,249.083066456,272.7998111,245.97538946,260.08032179,292.312093367,276.070844535,294.688249789,293.287682615,271.082469297,259.647772506,250.473261062,230.73110919,34.3,-45.98,18.07,-98.93,8,0.0
41,0.031836960974,0.0191417110909,0.0937179540997,0.0515877449652,0.0168640634583,2.38963803195,0.0117691482446,0.139993058727,0.112375394929,0.08397208951,0.0612446935601,0.0546491412335,0.0310520211336,0.0310010537191,0.0302017062899,0.0584155158654,0.0247559317542,0.0195632679858,0.0134979419914,0.00532200653295,0.00790468994536,0.000650719072306,300.124782756,298.316171782,298.530903853,295.708303648,248.981151056,272.43848254,245.3326177,259.988568092,292.288195588,276.003171669,294.59604729,293.173797559,270.909496981,259.747690511,250.354328651,230.754994334,34.3,-45.98,18.07,-98.93,8,0.0
42,0.0334929102864,0.0212261612251,0.0952958209855,0.0533404055313,0.0125390849571,0.0108308279741,0.00787581890108,0.141181991038,0.11386380715,0.0854604276745,0.0629050922388,0.0563205501173,0.0328275886883,0.032764459417,0.0319931191647,0.0584155158654,0.0266022596808,0.0215864142366,0.0147991550663,0.00573934297616,0.00878290903791,0.000700720919136,299.771461253,299.382238756,298.283893975,295.594258111,248.943288472,272.488254885,245.977706308,259.764019646,292.277951412,276.135242361,294.630025143,293.253032353,270.945416276,259.610638485,250.215412536,231.1719915,34.3,-45.98,18.07,-98.93,8,0.0
43,0.0339736697642,0.0216371795614,0.095075653513,0.0532742673968,0.0188086274356,2.38963803195,0.0125715901704,0.141031281308,0.113785469665,0.0852027067802,0.0628639678133,0.0561352855181,0.0331383732399,0.0330496306355,0.0322455005366,0.0584155158654,0.0269366711165,0.0219358667709,0.0150858630319,0.00566978690229,0.0087570790646,0.000650719072306,300.333922645,299.901155319,298.554602443,295.67480657,248.726259134,272.505654398,246.000866732,259.970643907,292.325745913,276.112708944,294.571771309,293.134162299,271.095514259,259.739129433,250.444955396,230.549380283,34.3,-45.98,18.07,-98.93,8,0.0
44,0.0355227836371,0.0233693282644,0.0987084168082,0.0562835525197,0.0132766781899,0.0125083299499,0.00867826082685,0.143861275118,0.116223723895,0.0876252831866,0.0648739241086,0.0580926462832,0.0346537490769,0.0345848993586,0.0338068009841,0.0584155158654,0.0283473221727,0.0234297252652,0.0161885859767,0.0062957915671,0.00955780823723,0.000900728306456,299.753126417,299.772276981,298.32868874,295.123367711,248.98493385,272.069921881,246.698059359,260.412261328,292.035107039,276.983729094,294.649436599,293.218372987,271.036801383,259.464845489,250.308987457,230.807519974,34.3,-45.98,18.07,-98.93,8,0.0
45,0.0337599988852,0.0212848781302,0.0963232691902,0.0534396127332,0.0142489601785,0.0125447973842,0.0096887432519,0.142203468093,0.114480714847,0.0855248578981,0.0624835668776,0.0558010037414,0.0326878560992,0.0326119801124,0.0319584785843,0.0584155158654,0.0265292543674,0.0214944530434,0.0146888827718,0.00563500886535,0.00857626925143,0.000850726459626,299.954146692,298.451565254,298.456722106,295.560631233,249.233218831,272.470844592,246.088743079,260.34117037,292.778322606,276.077286622,294.600901877,293.158935733,271.134641117,259.456263793,250.269298671,230.649853559,34.27,-46.02,18.07,-97.46,9,0.0
